Date,Shift,Time,Operator MFR,Operator ID,Machine Name,Machine ID,Program Number,Job Description,Parts Produced(No's),Cycle Time(M:S),Loading and Unloading Time(Hrs),Idle Time (Hrs),Total Downtime(Hrs),Actual Running(Hrs),Actual Working Hours,Utilization
2018-02-15,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,1006,"",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-15,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-15,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,1000 | 141,(OLEO 1OP STEP),51,00:15:11,00:00:50,03:05:10,03:06:00,08:54:00,12:00:00,74
2018-02-16,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,1006 | 227 | 230 | 228 | 229,(ALUMINIUM 2ND OPP),18,00:02:58,01:16:30,03:18:30,04:35:00,07:25:00,12:00:00,61
2018-02-16,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-16,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,141 | 1000 | 84 | 105 | 106 | 118 | 120 | 227 | 124 | 125 | 127 | 128 | 130 | 126 | 129 | 2,(OLEO 1OP STEP) & (CARRO POSITIVO) & (OLEO TAPPER),28,00:09:55,02:34:12,04:48:48,07:23:00,04:37:00,12:00:00,38
2018-02-16,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,1006 | 131 | 4 | 1131 | 1132,"",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-16,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-16,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,125 | 141,(OLEO TAPPER),17,00:21:48,00:38:32,05:07:28,05:46:00,06:14:00,12:00:00,51
2018-02-17,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,4 | 1006 | 47 | 100 | 48 | 49 | 43 | 45 | 46 | 44,(ALUMINIUM 2ND OPP),23,00:03:42,00:09:58,05:52:02,06:02:00,05:58:00,12:00:00,49
2018-02-17,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-17,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,125 | 47 | 44 | 43 | 4 | 42 | 40 | 45,(FREE),27,00:04:25,01:32:21,08:04:39,09:37:00,02:23:00,12:00:00,19
2018-02-17,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,1006 | 4 | 1 | 1009,"",11,00:04:16,00:07:42,11:08:18,11:16:00,00:44:00,12:00:00,6
2018-02-17,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-17,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,125 | 55 | 2 | 57 | 141 | 130 | 27,(OLEO TAPPER),18,00:00:45,00:34:12,06:12:48,06:47:00,05:13:00,12:00:00,43
2018-02-18,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,1006 | 47 | 48 | 43,(FREE),52,00:03:51,00:18:29,09:06:31,09:25:00,02:35:00,12:00:00,21
2018-02-18,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-18,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,125,(OLEO TAPPER),33,00:18:19,09:44:53,00:00:00,03:21:00,08:39:00,12:00:00,72
2018-02-18,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-18,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
