Date,Shift,Time,Operator MFR,Operator ID,Machine Name,Machine ID,Program Number,Job Description,Parts Produced(No's),Cycle Time(M:S),Loading and Unloading Time(Hrs),Idle Time (Hrs),Total Downtime(Hrs),Actual Running(Hrs),Actual Working Hours,Utilization
2018-01-14,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-14,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-14,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-14,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-14,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-14,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-15,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-15,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-15,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-15,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-15,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-15,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
